Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Stepwise refinement and concurrency: A small exercise","Mathematics of Program Construction","","","","10.1007/3-540-51305-1_12","E. Pascal Gribomont","1989","http://link.springer.com/chapter/10.1007/3-540-51305-1_12","Chapter"
"On the semantics of polymorphism","Acta Informatica","","20","2","10.1007/BF00289413","Mario Coppo","1983","http://link.springer.com/article/10.1007/BF00289413","Article"
"A single server queue with mixed types of interruptions","Acta Informatica","","23","4","10.1007/BF00267867","Victor F. Nicola","1986","http://link.springer.com/article/10.1007/BF00267867","Article"
"On sufficient-completeness and related properties of term rewriting systems","Acta Informatica","","24","4","10.1007/BF00292110","Deepak KapurPaliath NarendranHantao Zhang","1987","http://link.springer.com/article/10.1007/BF00292110","Article"
"Experience Reports","Software Management Approaches: Project Management, Estimation, and Life Cycle Support","","","","10.1007/978-3-642-56616-5_6","O. Bécart","2001","http://link.springer.com/chapter/10.1007/978-3-642-56616-5_6","Chapter"
"Attribute (Re)evaluation in OPTRAN","Acta Informatica","","26","3","10.1007/BF00299633","Peter LippsUlrich MönckeMatthias OlkReinhard Wilhelm","1988","http://link.springer.com/article/10.1007/BF00299633","Article"
"Predicative methodology","Acta Informatica","","23","5","10.1007/BF00288466","Eric C. R. HehnerLorene E. GuptaAndrew J. Malton","1986","http://link.springer.com/article/10.1007/BF00288466","Article"
"Context-free grammars with selective rewriting","Acta Informatica","","13","3","10.1007/BF00288645","G. RozenbergD. Wood","1980","http://link.springer.com/article/10.1007/BF00288645","Article"
"Unbalanced multiway trees improved by partial expansions","Acta Informatica","","29","5","10.1007/BF01193577","Ricardo A. Baeza-YatesWalter Cunto","1992","http://link.springer.com/article/10.1007/BF01193577","Article"
"A decomposition theorem for finite persistent transition systems","Acta Informatica","","46","3","10.1007/s00236-009-0095-6","Eike BestPhilippe Darondeau","2009","http://link.springer.com/article/10.1007/s00236-009-0095-6","Article"
"Algebras for iteration and infinite computations","Acta Informatica","","49","5","10.1007/s00236-012-0162-2","Walter Guttmann","2012","http://link.springer.com/article/10.1007/s00236-012-0162-2","Article"
"On the finite degree of ambiguity of finite tree automata","Acta Informatica","","26","6","10.1007/BF00263578","Helmut Seidl","1989","http://link.springer.com/article/10.1007/BF00263578","Article"
"Deterministic grammars and grammar morphisms","Acta Informatica","","23","5","10.1007/BF00288470","Dr. Johannes Reichardt","1986","http://link.springer.com/article/10.1007/BF00288470","Article"
"On the Concurrent Semantics of Algebraic Graph Grammars","Formal Methods in Software and Systems Modeling","","","","10.1007/978-3-540-31847-7_1","Paolo BaldanAndrea Corradini","2005","http://link.springer.com/chapter/10.1007/978-3-540-31847-7_1","Chapter"
"HDTOL matching of computations of multitape automata","Acta Informatica","","27","2","10.1007/BF00265153","Karel Culik IIJuhani Karhumäki","1989","http://link.springer.com/article/10.1007/BF00265153","Article"
"Inner loops in flowgraphs and code optimization","Acta Informatica","","17","2","10.1007/BF00288967","S. Vasudevan","1982","http://link.springer.com/article/10.1007/BF00288967","Article"
"Improved time and space bounds for Boolean matrix multiplication","Acta Informatica","","11","1","10.1007/BF00264600","Leonard AdlemanKellogg S. BoothFranco P. PreparataWalter L. Ruzzo","1978","http://link.springer.com/article/10.1007/BF00264600","Article"
"Representation of graphs","Acta Informatica","","17","2","10.1007/BF00288971","Alon ItaiMichael Rodeh","1982","http://link.springer.com/article/10.1007/BF00288971","Article"
"Paramodulated connection graphs","Acta Informatica","","13","1","10.1007/BF00288537","Jörg SiekmannGraham Wrightson","1980","http://link.springer.com/article/10.1007/BF00288537","Article"
"A compositional reformulation of Owicki-Gries's partial correctness logic for a concurrent while language","Automata, Languages and Programming","","","","10.1007/3-540-16761-7_90","Colin Stirling","1986","http://link.springer.com/chapter/10.1007/3-540-16761-7_90","Chapter"
"The average number of registers needed to evaluate a binary tree optimally","Acta Informatica","","11","4","10.1007/BF00289094","R. Kemp","1979","http://link.springer.com/article/10.1007/BF00289094","Article"
"TIRAN: Flexible and Portable Fault Tolerance Solutions for Cost Effective Dependable Applications","Euro-Par’99 Parallel Processing","","","","10.1007/3-540-48311-X_164","O. BottiV. De FlorioG. DeconinckF. CassinariS. DonatelliA. BobbioA. KleinH. KufnerR. LauwereinsE. ThurnerE. Verhulst","1999","http://link.springer.com/chapter/10.1007/3-540-48311-X_164","Chapter"
"Thrifty execution of task pipelines","Acta Informatica","","22","1","10.1007/BF00290144","Fred B. SchneiderRichard ConwayDale Skeen","1985","http://link.springer.com/article/10.1007/BF00290144","Article"
"Hierarchical program specification and verification — a many-sorted logical approach","Acta Informatica","","14","2","10.1007/BF00288541","Reiji NakajimaMichio HondaHayao Nakahara","1980","http://link.springer.com/article/10.1007/BF00288541","Article"
"Some techniques for geometric searching with implicit set representations","Acta Informatica","","24","5","10.1007/BF00263295","Bernard Chazelle","1987","http://link.springer.com/article/10.1007/BF00263295","Article"
"Design of Self-Healing Key Distribution Schemes","Designs, Codes and Cryptography","","32","1 - 3","10.1023/B:DESI.0000029210.20690.3f","Carlo BlundoPaolo D’ArcoAlfredo De SantisMassimiliano Listo","2004","http://link.springer.com/article/10.1023/B%3ADESI.0000029210.20690.3f","Article"
"Architecture for animation of affective behaviors in pedagogical agents","Journal of the Brazilian Computer Society","","15","4","10.1007/BF03194509","Ronaldo MotolaPatrícia Augustin JaquesMargarete AxtRosa Vicari","2009","http://link.springer.com/article/10.1007/BF03194509","Article"
"On merging software extensions","Acta Informatica","","23","6","10.1007/BF00264309","Valdis Berzins","1986","http://link.springer.com/article/10.1007/BF00264309","Article"
"Fooling a two-way nondeterministic multihead automaton with reversal number restriction","Acta Informatica","","22","5","10.1007/BF00267046","J. Hromkovič","1985","http://link.springer.com/article/10.1007/BF00267046","Article"
"Applications of Artificial Intelligence and Cognitive Science Techniques in Banking","Artificial Intelligence in Economics and Managment","","","","10.1007/978-1-4613-1427-1_6","Philippe Lenca","1996","http://link.springer.com/chapter/10.1007/978-1-4613-1427-1_6","Chapter"
"Hierarchical ordering of sequential processes","Acta Informatica","","1","2","10.1007/BF00289519","Prof. Dr. E. W. Dijkstra","1971","http://link.springer.com/article/10.1007/BF00289519","Article"
"The stuttering principle revisited","Acta Informatica","","41","7 - 8","10.1007/s00236-005-0164-4","Antonín KučeraJan Strejček","2005","http://link.springer.com/article/10.1007/s00236-005-0164-4","Article"
"Some Aspects of the Argentine Reception of the Computer","History of Computing and Education 2 (HCE2)","","","","10.1007/978-0-387-34741-7_14","Nicolás Babini","2006","http://link.springer.com/chapter/10.1007/978-0-387-34741-7_14","Chapter"
"Parallel LL parsing","Acta Informatica","","44","1","10.1007/s00236-006-0031-y","Ladislav VagnerBořivoj Melichar","2007","http://link.springer.com/article/10.1007/s00236-006-0031-y","Article"
"Application of a Modeling Standard Language on the Definition of Agent Oriented Development Processes","Trends in Practical Applications of Agents and Multiagent Systems","","","","10.1007/978-3-642-12433-4_43","Alma M. Gómez-RodríguezJuan C. González-Moreno","2010","http://link.springer.com/chapter/10.1007/978-3-642-12433-4_43","Chapter"
"A relational approach to the design of deterministic programs","Acta Informatica","","20","4","10.1007/BF00264277","Ali Mili","1983","http://link.springer.com/article/10.1007/BF00264277","Article"
"On the generative power of regular pattern grammars","Acta Informatica","","20","4","10.1007/BF00264281","H. C. M. KleijnG. Rozenberg","1983","http://link.springer.com/article/10.1007/BF00264281","Article"
"On correct procedure parameter transmission in higher programming languages","Acta Informatica","","2","2","10.1007/BF00264026","Prof. Dr. Hans Langmaack","1973","http://link.springer.com/article/10.1007/BF00264026","Article"
"Model Checking Usage Policies","Trustworthy Global Computing","","","","10.1007/978-3-642-00945-7_2","Massimo BartolettiPierpaolo DeganoGian Luigi FerrariRoberto Zunino","2009","http://link.springer.com/chapter/10.1007/978-3-642-00945-7_2","Chapter"
"Families of automata characterizing context-sensitive languages","Acta Informatica","","41","4 - 5","10.1007/s00236-004-0160-0","Christophe MorvanChloé Rispal","2005","http://link.springer.com/article/10.1007/s00236-004-0160-0","Article"
"Basic Observables for a Calculus for Global Computing","Automata, Languages and Programming","","","","10.1007/11523468_99","Rocco De NicolaDaniele GorlaRosario Pugliese","2005","http://link.springer.com/chapter/10.1007/11523468_99","Chapter"
"Sur diverses familles de langages fermées par transduction rationnelle","Acta Informatica","","2","2","10.1007/BF00264030","L. BoassonM. Nivat","1973","http://link.springer.com/article/10.1007/BF00264030","Article"
"A model of a time sharing virtual memory system solved using equivalence and decomposition methods","Acta Informatica","","4","1","10.1007/BF00288934","A. Brandwajn","1974","http://link.springer.com/article/10.1007/BF00288934","Article"
"The query complexity of estimating weighted averages","Acta Informatica","","48","7 - 8","10.1007/s00236-011-0145-8","Amit ChakrabartiVenkatesan GuruswamiAndrew WirthAnthony Wirth","2011","http://link.springer.com/article/10.1007/s00236-011-0145-8","Article"
"Corrections to “A synthesis of several sorting algorithms” by J. Darlington","Acta Informatica","","26","1 - 2","10.1007/BF02915444","Dean JacobsMartin Feather","1988","http://link.springer.com/article/10.1007/BF02915444","Article"
"The (n, k)-bounded emptiness-problem for probabilistic acceptors and related problems","Acta Informatica","","16","2","10.1007/BF00261257","Volker Claus","1981","http://link.springer.com/article/10.1007/BF00261257","Article"
"Hiérarchie et fermeture de certaines classes de tag-systèmes","Acta Informatica","","20","2","10.1007/BF00289415","Jean-Jacques Pansiot","1983","http://link.springer.com/article/10.1007/BF00289415","Article"
"An easily testable optimal-time VLSI-multiplier","Acta Informatica","","24","4","10.1007/BF00292108","Bernd Becker","1987","http://link.springer.com/article/10.1007/BF00292108","Article"
"Correctness of the compiling process based on axiomatic semantics","Acta Informatica","","14","1","10.1007/BF00289061","Bruce Russell","1980","http://link.springer.com/article/10.1007/BF00289061","Article"
"An analysis of two related loop-free algorithms for generating integer partitions","Acta Informatica","","16","2","10.1007/BF00261261","T. I. FennerG. Loizou","1981","http://link.springer.com/article/10.1007/BF00261261","Article"
"A characterization of systolic binary tree automata and applications","Acta Informatica","","21","2","10.1007/BF00289240","Oscar H. IbarraSam M. Kim","1984","http://link.springer.com/article/10.1007/BF00289240","Article"
"Inductive completion with retracts","Acta Informatica","","25","5","10.1007/BF00279951","William P. R. Mitchell","1988","http://link.springer.com/article/10.1007/BF00279951","Article"
"Long unavoidable patterns","Acta Informatica","","24","4","10.1007/BF00292112","Ursula Schmidt","1987","http://link.springer.com/article/10.1007/BF00292112","Article"
"Recursive descent parsing for Boolean grammars","Acta Informatica","","44","3 - 4","10.1007/s00236-007-0045-0","Alexander Okhotin","2007","http://link.springer.com/article/10.1007/s00236-007-0045-0","Article"
"A balanced search tree with O(1) worst-case update time","Acta Informatica","","26","3","10.1007/BF00299635","Christos LevcopoulosMark H. Overmars","1988","http://link.springer.com/article/10.1007/BF00299635","Article"
"Generating binary trees of bounded height","Acta Informatica","","23","5","10.1007/BF00288468","C. C. LeeD. T. LeeC. K. Wong","1986","http://link.springer.com/article/10.1007/BF00288468","Article"
"An Evolutionary Approach to Spatial Fuzzy c-Means Clustering","Fuzzy Optimization and Decision Making","","1","2","10.1023/A:1015787202197","Antonio Di NolaVincenzo LoiaAntonino Staiano","2002","http://link.springer.com/article/10.1023/A%3A1015787202197","Article"
"On finitely recognizable semigroups","Acta Informatica","","29","5","10.1007/BF01193579","Aldo de LucaStefano Varricchio","1992","http://link.springer.com/article/10.1007/BF01193579","Article"
"Providing Full QoS Support in Clusters Using Only Two VCs at the Switches","High Performance Computing – HiPC 2005","","","","10.1007/11602569_20","A. MartínezF. J. AlfaroJ. L. SánchezJ. Duato","2005","http://link.springer.com/chapter/10.1007/11602569_20","Chapter"
"Synchronizable deterministic pushdown automata and the decidability of their equivalence","Acta Informatica","","23","5","10.1007/BF00288472","Karel Culik IIJuhani Karhumäki","1986","http://link.springer.com/article/10.1007/BF00288472","Article"
